name,identifier,DOID:4500,DOID:8454,DOID:0050336,DOID:11249,DOID:8457,DOID:13579,DOID:14026,DOID:11476,DOID:2355,DOID:4195,DOID:13725,DOID:13381,DOID:1920,DOID:10138,DOID:12328,DOID:9970,DOID:11758,DOID:10763,DOID:9352,DOID:8455,DOID:0050810,DOID:9971,DOID:12678,DOID:13724,DOID:10573,DOID:8499,DOID:2018,DOID:9972,DOID:12176,DOID:9452,DOID:10609
wonton pastry (case),FOODON:03315482,0.0002193737761962405,0.0010615738741760856,0.0006896024068762051,0.00048262417883691323,2.2127033906356377e-05,4.445487919220049e-05,0.003080483013441058,0.0024377616593663,0.008302848329175149,0.000897768189645722,3.372713625568564e-05,0.005530516289726249,0.0008663747675955179,0.0007943911787396427,4.621333792981258e-05,0.005895973836933342,0.0001399125405456052,0.030350845345629717,0.012769689066715263,0.006415661807372832,0.0004082882872416051,0.008112765870467257,0.038341941238306435,0.004993560792276347,0.00017053997821676217,0.001499193569834197,0.0010920816914841592,0.0048986733873584805,0.0004326010301086459,0.0023394247878927906,0.0010491926080025938
cantaloupe fruit food product,FOODON:00001288,0.00016433764603298565,0.0007952479762948282,0.0013008566574145475,0.012229816667815873,5.03053939482967e-05,6.78226245412882e-05,0.0023076565296512278,0.005057135689610855,0.0075863667999503505,0.001963789612600586,6.811094206444366e-05,0.00414302950954203,0.001721345212360546,0.0008115232226718076,7.48905235822487e-05,0.010746104352990652,9.577433915356189e-05,0.039076826828404944,0.027378449418693877,0.004806111183609419,0.00030585759698143334,0.008829126395746663,0.026102519244461105,0.012952653019991578,0.0002845634336709542,0.0018075497298887246,0.0019260790632269931,0.00706670785347306,0.00040919146120138334,0.0024895551913286284,0.0018008568811505145
chicken,FOODON:03411457,0.0002536473917640844,0.0009247946180714298,0.0007426364204511569,0.0018116405948693513,3.3886547577205964e-05,5.8117488972168744e-05,0.002683575944351294,0.0023728350349861435,0.013645643945827297,0.0010257537424239731,5.468103042606634e-05,0.004817932905389907,0.0008247118496526487,0.0006556580779800043,6.942296451559234e-05,0.009704893248436776,9.218900961610093e-05,0.03670370274850628,0.02159925987920614,0.005589031206546695,0.000563303463363749,0.010267399372836373,0.03847363268115906,0.015062652354608408,0.00017478717613711851,0.0017646308760320142,0.0013188990454019497,0.00821788119577953,0.0004866296586546547,0.003911069591556126,0.0016467489882126417
domestic turkey,FOODON:03414166,0.0003758317652486749,0.0008573745564515987,0.003928866471846722,0.0012598204139131668,3.0361375968660995e-05,5.249805698855292e-05,0.0024879359049369575,0.008040023395842063,0.01576636383113647,0.0013206099983510665,5.069463348049445e-05,0.0044666923953196914,0.0021752393684936473,0.0010180407743207588,6.347180524014209e-05,0.02449944697902791,0.000347030000069522,0.05092089854702702,0.02788691009920934,0.005181575517491817,0.0005222370974177103,0.02696459133977094,0.07087194841826382,0.013964543725880041,0.013434679204377863,0.0016539222657252174,0.0012848809112931212,0.031735829970832206,0.0005337132439825496,0.0036605640630159976,0.013434679204377863
cottage cheese,FOODON:03301605,0.00047649016797149824,0.0010262687362947154,0.001674607580891148,0.0006677065723275696,2.2096786439520046e-05,4.5717584504929656e-05,0.002978034300095353,0.00660403495163327,0.012367477078759079,0.0020741260439905707,3.7732495089993054e-05,0.005346585952974612,0.0015712374305413832,0.0006131085215953666,5.028007746393587e-05,0.00845982329123758,0.00027329423108256773,0.04521866081105292,0.008355205596722367,0.006202293873007137,0.00039470969923462265,0.008234306297280398,0.013036638876930984,0.004827488174459568,0.004479934370010794,0.002574900131155887,0.0018821848799206345,0.013112545525924576,0.001409677933218927,0.004340216053222072,0.004479934370010794
orange bell pepper (raw),FOODON:00003016,0.0003670063262597612,0.0006520226048621252,0.001558166960943921,0.006358658296524667,0.00014683307302800212,0.00020861612514616563,0.0018920440748565425,0.004328003844492758,0.010640238523251407,0.0030918725458522196,0.0001978170009571862,0.003396863586397555,0.0016542422778602006,0.0010250331495400573,0.00022984564096278383,0.007129516701916622,8.59348005434159e-05,0.07036494769607837,0.03259289911073217,0.00394052324130936,0.00025077217804420987,0.007238987288007164,0.049807741034230635,0.011708147091182293,0.0006363424758825231,0.0015888540122051165,0.0017266157889293306,0.0057939830087828,0.0006550693511155964,0.0027165747726920954,0.0016921673572143844
white lupine (raw),FOODON:03309956,0.00020354607637294216,0.0009849818907947882,0.0007215179239636327,0.0006896775760463742,2.7413653736369763e-05,5.044296479506694e-05,0.0028582278228119875,0.0025312672023530378,0.009396357032800033,0.001043407370589935,4.429518125376696e-05,0.005131492517516831,0.0009933719453549558,0.0008910882686681725,5.836517185221006e-05,0.009649533393369868,0.0001298179260858991,0.03532832841575381,0.01847998272547037,0.005952775262701878,0.00037883050717381844,0.010935619920552418,0.03991628707020094,0.016042956464827535,0.00015900734298286966,0.0015948724349994499,0.001277541121423276,0.008752715468247513,0.0004456703806886786,0.002098423529318768,0.0011260488179910136
onion plant,FOODON:03411300,0.0003085935482517183,0.0006589532124529719,0.001629860193281417,0.01171471093680528,0.00013058297301131802,0.0001950276963834145,0.0019121553638358412,0.007653487815535654,0.011985965941647735,0.004361906062879805,0.0001863370273231689,0.003432970200464925,0.0016718258769602072,0.001261224313908969,0.0002107233964728147,0.01204321466456518,0.00013815301940441326,0.07322610256452437,0.03447571336982322,0.00398240863007422,0.0002534377352622666,0.007315933362996258,0.043625683318574145,0.0107327432093305,0.0004945912999520245,0.001752124138284238,0.0015475564455441318,0.005855569558577954,0.0007277641842502059,0.003317056405135622,0.0017322355480222525
potato chip,FOODON:03301833,0.0002614489144857568,0.0008402525799330672,0.0011777918841694298,0.0017619833262211711,2.7352957856101966e-05,4.6630284540505936e-05,0.002438251225325933,0.002604549939079483,0.008449118185363041,0.0015009957834201876,4.198435845268513e-05,0.004377491471717891,0.0009704469685323014,0.0008750564920335965,5.524946713277685e-05,0.023549680108852555,0.0001281760317954573,0.0425714315407353,0.017904008449855662,0.005078098205654303,0.00032316666325033074,0.00932878354138796,0.03405114703684737,0.013685668422236686,0.00021122441887668373,0.0018251269209434394,0.0014933261626642962,0.007466626363740202,0.00047637159952274087,0.0035535309682662693,0.0017032549413065173
horned melon (raw),FOODON:00003191,0.000312842007149989,7.044942266365573e-05,0.0003648269861614593,0.00017523419916179027,3.155466354988614e-05,5.8797597418126836e-05,0.004392979441873976,0.0034764148372375537,0.010511163216408137,0.00040174593689848366,4.684906656807114e-05,0.007886894444055801,0.0005644873752608402,0.00013316708892621866,6.097898455279343e-05,0.0014691534300736758,5.866620953321474e-05,0.011627469293389701,0.004109483094142304,0.009149172484584503,0.0005822470191798793,0.00844782965119356,0.006514555000517119,0.02465736893832709,0.00011621352719770123,0.001041874197218206,0.000824918501177454,0.013452566239018424,0.0002737803710602243,0.0009397306223332522,0.0004808913144719632
cinnamon,FOODON:03301175,0.00018508658415063083,0.0008956543740170639,0.0009764851166509242,0.013773928533576221,2.492752314152365e-05,4.586831745772999e-05,0.0025990165660539793,0.005695639392257351,0.008544206096482154,0.0013833184954203776,4.0278073341838275e-05,0.0046661200185530395,0.0022723588427777607,0.0007732866221604152,5.307206350515594e-05,0.020436060166561253,9.431928524255842e-05,0.03496820221992875,0.014568279461683866,0.0054129210408908005,0.0003444745572809962,0.009943874000087083,0.030010911884174766,0.01458802873857277,0.00018163663877512404,0.001887557283475926,0.0013913728179742488,0.00795893606463874,0.00046729882537039903,0.0023665649375208667,0.001160291510245548
chicken skin (raw),FOODON:03303009,9.934765553346205e-05,0.0014007551248451742,0.002123996579691809,0.00023995699747427735,2.91967962813773e-05,5.917673197649566e-05,0.0026072472274841145,0.00661861533309018,0.014626944527574728,0.0006699758116822868,4.972407093361856e-05,0.00014210443345763463,0.0005662023199997578,0.0002715264909211423,6.417313007659817e-05,0.007185480479217014,0.0002527004059435478,0.01636228654261521,0.0066245086095779475,0.008465516507671977,0.0009424758052271852,0.011239012100382351,0.011168095983050616,4.8595835097526176e-05,0.006114666466815737,0.001094419995959328,0.0007954647473985718,0.017897325228398944,0.0010156575132394432,0.0018780263937497603,0.006114666466815737
peppermint,FOODON:03303920,0.00013290994959795182,0.0006431658904619066,0.0010538711673086507,0.012567605892337089,5.829553051424892e-05,0.00013549898467734046,0.0018663435947218487,0.02803484579443489,0.01123767525193319,0.004257402716954652,0.0001139491461373807,0.003350722470404211,0.0022417247234227536,0.0005788506723907985,0.00014184900832178886,0.004034419041023131,5.438630561848629e-05,0.04133464486471269,0.008588957096948263,0.003886997353287302,0.0002473658274914894,0.007140656888909652,0.03636672493128915,0.010475606177913092,0.00023213301725635984,0.001170556299694385,0.00129119055591908,0.005715280748514754,0.00048638689496025033,0.0017140496834119436,0.0011069579457548856
lemon (raw),FOODON:03301441,0.0001651608722361744,0.0007098206166045092,0.001081361248721852,0.004520105928952787,8.905685749417789e-05,0.00012169905875336745,0.002059762777920205,0.027888887385388163,0.012006124035805976,0.001543022886418696,0.00014236767669080556,0.00369797578709403,0.0011547050140664821,0.0007047735133764849,0.00014537676698022804,0.0182319022343599,0.00013121528752430293,0.05132410284512034,0.027034781624667277,0.004289827708476562,0.00015935855462869823,0.00788068140897047,0.029530208263654042,0.011561249355391129,0.00023445028917120682,0.0018714661792947713,0.0015409258840679593,0.006307585904571383,0.0006562512402994442,0.002486047887471878,0.0016342048472115756
asparagus (raw),FOODON:03301774,8.849942712657819e-05,0.0012412253998775715,0.0007148404224704074,0.0028159526593407734,2.0232716066164722e-05,3.321284340663603e-05,0.0036017971553246974,0.004898757649950922,0.01959956994993841,0.0009927853878969994,3.666430106229215e-05,0.00646645274552625,0.0006857898174521693,0.0002703904626951129,3.628254602770355e-05,0.010819782405301466,0.0001350884280519482,0.023920306546753648,0.008392442945152278,0.007501392588920023,0.0008351387672755079,0.002501243033393645,0.0078105891077600844,0.020216539247443585,9.79415198799912e-05,0.001143148539629397,0.0007947958388869231,0.003983051147563962,0.00046752494402161845,0.0014864365142619545,0.0007834656070769097
pigeon pea,FOODON:00002781,0.0002015935170409243,0.0009755332410491835,0.0006945252805858138,0.0007405738279792178,2.870652685971025e-05,5.208225214540293e-05,0.0028308096602617087,0.002240180914694005,0.009306220465501383,0.000986033100066419,4.387027024068508e-05,0.005082267576506917,0.0024750189928503916,0.0008340811235938679,6.020644607184152e-05,0.009556968177608493,0.00012857261982621076,0.03550937432209287,0.01830270953323239,0.00589567199106083,0.0003751964943978609,0.010830717644331904,0.04872742305631093,0.015889060968944033,0.00017214098296850216,0.0015594404612147292,0.001138681186236028,0.00866875317050854,0.0004101802329850537,0.002367505391974293,0.001118178124307911
durian (raw),FOODON:00003121,0.00027686932218049464,0.00133980115619987,0.00045482856947231317,0.00019107957453641414,2.7926295411159087e-05,5.61060327399846e-05,0.0038878450228116623,0.003076673201187809,0.012781199465965731,0.0005046044964474117,4.256666186868008e-05,0.00698000610189128,0.0004995788078197056,0.00017077066996263956,5.8325364909976986e-05,0.001777385767396493,7.02711822301237e-05,0.016375412163430712,0.0036369469981116674,0.008097138895752136,0.0005152963280428574,0.007476441193847925,0.005765467507808085,0.021822098275427342,0.00010529359150507208,0.0012379662258905164,0.0007900987771751593,0.011905699397969635,0.00032896182277538337,0.0011171383105320293,0.0004255951861877198
bouillon cube,FOODON:03301469,0.0003016166462564917,0.0013125921129301461,0.0009512169567816445,0.00030223920623375413,2.1396036154450547e-05,3.5122481628102716e-05,0.003808889617405308,0.005180421424759781,0.01656860751437229,0.0009321995071566513,3.877238767850537e-05,0.006838254255230711,0.0005765929158804068,0.0002402073381791234,3.836868288200201e-05,0.011441887227106281,0.00014285560481328233,0.0170386706806008,0.0074080551330961255,0.007932700014985401,0.0008831567249881931,0.00031313175867157876,0.005979518565886574,2.884252422207257e-05,0.0008474101650964864,0.0009798767376031153,0.0006713592424605256,0.0003431012420762432,0.0009755510905015346,0.0011035542323720245,0.0005616221386640169
cashew nut (raw),FOODON:03301357,0.0003134534422662456,0.0007290110103410262,0.000978434746418388,0.01121118351891863,4.305795963273258e-05,6.523660360426115e-05,0.0021154496060954626,0.004635922012265608,0.007288485133917098,0.0019374768643228757,6.925069913241355e-05,0.0037979526118330897,0.0016660116692695398,0.0007134887938180991,7.675296826114674e-05,0.0071418735249475125,9.60816623541103e-05,0.037366743563502815,0.01686054366307327,0.004405805577901216,0.00028038242465548696,0.004830070574909422,0.025651963992347645,0.011873814138698379,0.00019174935474165013,0.001549174449259138,0.0017020723814357307,0.002339372157234289,0.000448686023263266,0.0022244545236141874,0.0014389572065025811
lemongrass leaf,FOODON:00002957,0.00023708990646880134,8.525811338530181e-05,0.0003330807320246087,0.00037884745041138844,3.2143034899829446e-05,7.115703774310895e-05,0.0033292558581939934,0.007540033836882194,0.007965972110202267,0.0024878192502818196,6.525063296995272e-05,0.005977148283587096,0.0005543527557988143,0.0002841184606820752,7.534850358625097e-05,0.0030552216518045924,6.0174915339774886e-05,0.014746328753332268,0.00625373213373841,0.0069337761523729155,0.0004412607263861203,0.006402257676685917,0.00928730081480026,0.018686791293190633,0.0001261830754557182,0.0010374224794343794,0.0006919398377169182,0.01019513875527935,0.00044981069092707627,0.002227788645203498,0.00036444746601805797
rice kernel food product,FOODON:03301641,0.00026888269507094824,0.0007323900038358743,0.001281123244522469,0.0016704943985852347,2.544739681973349e-05,4.5663857755394334e-05,0.002125254794708913,0.0032657137675702747,0.010806651581373623,0.0017704777496395947,3.964570282308267e-05,0.0038155562652581907,0.001418696920057433,0.0008770927664558347,5.278309753411333e-05,0.018807630805266436,0.00017721465302213357,0.048080069729886626,0.019169539998336035,0.004426226652721924,0.00044610751147545287,0.00813125478794176,0.03665627677010963,0.01192884971451901,0.00023892877901234903,0.0022046953165911504,0.0016172364387567269,0.006508141292010473,0.0005956447549409968,0.0028469233916238925,0.001674517512593762
duck,FOODON:03411316,0.00045011622366378424,0.0008191745400376207,0.003753817232767343,0.012597774206580712,2.61485567033337e-05,4.7971015115981226e-05,0.0023770868113985933,0.014856254404104393,0.015063899135157174,0.0015287446156306604,4.434351944247024e-05,0.0042676805147670695,0.002409442705653839,0.0011425130928337565,5.6170952683258534e-05,0.02144804051306601,0.00026999939757832013,0.06564972056975717,0.02664441880353364,0.00495071227536617,0.0008662284700175417,0.025763193626222616,0.08194645327184899,0.013342358479620698,0.01283610188217722,0.0021357508520360715,0.0015473120090045292,0.03032185142822842,0.0006480453609698027,0.0039326620449369595,0.01283610188217722
beechnut (raw),FOODON:03310721,0.00024422321196469044,2.33726869359295e-05,0.0005841637635775289,0.00036525467946036067,1.3925895712652245e-05,1.934962450769046e-05,0.003429422919138029,0.0027138976808341693,0.008205643690828083,0.0007207841926845443,1.8572159114445165e-05,0.0061569822770965,0.002998395469159995,0.000705459225805068,2.103062214309554e-05,0.006563836813510243,9.993531925351579e-05,0.02392267072615598,0.011165975219483006,0.0071423921338444624,0.00045453690339226503,0.007830181670563074,0.03386118046740487,0.019249019323129096,6.546874109829043e-05,0.0010038555509371545,0.0006051401138553246,0.003792430918371217,0.00040669837899179296,0.0014914496501499486,0.0008200515655457662
chicken breast (raw),FOODON:03303012,9.502453454467364e-05,0.00133980115619987,0.0020315707026595346,0.00022951524999047996,2.7926295411159087e-05,5.968852045459501e-05,0.0002743446690243586,0.006330605770010337,0.01820188653277667,0.0007455252564581059,5.1231846155568035e-05,0.00698000610189128,0.0005730475852002909,0.000259710994464682,6.443851617297716e-05,0.00687280373503587,0.0002417041280450527,0.01783285985859916,0.006336242600111523,0.008097138895752136,0.0009014638969629726,0.010749945611158104,0.010682115414210035,4.901611495509601e-05,0.005848586278006164,0.0010467962243697919,0.0007738627500766006,0.017118521723448552,0.00032577515836598904,0.001808911927641517,0.005848586278006164
tapioca pearls,FOODON:00003146,0.0003267822500153614,0.0009663944038324265,0.0010115273786489138,0.0005911290592304591,1.575280652700195e-05,2.5858885909603227e-05,0.002804290514026434,0.003814079198758592,0.01219861785200091,0.001076952853284907,2.85461249588683e-05,0.005034656676007263,0.0024518329088378003,0.0008901268297653831,2.824889777587827e-05,0.006851836033800689,0.0001585945945145215,0.042663576158496856,0.015333851634747202,0.005840441083140407,0.0005886423904470698,0.0037038835200603353,0.0470167474922356,0.0045458439796272,0.0006239047402713895,0.001707791679255184,0.0010512320409557902,0.0006232287845754341,0.0010300717586625636,0.0024923538065192694,0.001101206078356103
robusta coffee (liquid),FOODON:00003062,0.000253814297937725,0.0007323900038358743,0.001075670037896017,0.002457844538227975,6.0024995930915394e-05,0.00011549810844577136,0.002125254794708913,0.00267465963929142,0.008201260838958953,0.0018120748579308343,0.00011034189674071367,0.0038155562652581907,0.0019904040304572026,0.0007354128707180556,0.00012694457177024466,0.01077149198835654,9.652700447852742e-05,0.05283700662791438,0.021376158301309425,0.004426226652721924,0.00028168200775579905,0.00813125478794176,0.029680027535195583,0.01192884971451901,0.00020784239114417656,0.0018703578683416612,0.0017672987464964476,0.006508141292010473,0.0008842294383679547,0.0024772278519186106,0.0018261441858980537
asparagus spear (raw),FOODON:03311349,0.00015657608914890035,0.0007576889473445952,0.0008599837751874265,0.01165221062294083,4.790017269036717e-05,7.019611242539694e-05,0.0021986674583326345,0.0048182905602509405,0.011179945682117337,0.0013078346741022245,7.020700032786182e-05,0.003947357002438575,0.0019223276629034382,0.000872537108988026,7.985219293692278e-05,0.017288116225040184,0.00011558139174490078,0.03527361640074539,0.02364586241457187,0.0045791217734329126,0.0004615174005680444,0.008412132673300302,0.04571152130880344,0.012340907898643635,0.00024320518196777432,0.0017989246938530693,0.0013008484692379517,0.006732951977616506,0.00038541266194029323,0.0024401759169548967,0.0011248789938968363
guava (raw),FOODON:03305317,0.00022803651767528492,0.000824270579643931,0.0011758839519444989,0.014240165515973431,4.660317427881835e-05,7.020822534379692e-05,0.0023918745372695275,0.011784452624782808,0.012417222928207452,0.002372120574451036,6.17411898876758e-05,0.0042942295197316675,0.00209125148587702,0.001012171010988043,7.683428865609973e-05,0.017338643310672634,0.00019944677562896734,0.06276553729693808,0.026070522949686162,0.004981510383219419,0.0003170198809269519,0.00915134567946836,0.04870608585761059,0.013425360555406177,0.00025829971123062813,0.002404532992868048,0.0018472187338905463,0.0073246076094345925,0.0008355039446499839,0.003204942908555823,0.0013898683028570808
black walnut (raw),FOODON:03306516,0.0002969010198564594,0.0006520226048621252,0.0014454068630183566,0.010027208063940092,4.4599619530005535e-05,6.233193837348385e-05,0.0018920440748565425,0.004146337851551895,0.009620804594574523,0.002112933733298429,6.34150298433816e-05,0.003396863586397555,0.0016542422778602006,0.0006540390625495032,7.93010041714775e-05,0.014877137397496283,9.946255700734883e-05,0.037327266760514066,0.0170660076438246,0.00394052324130936,0.0003971547674836486,0.007238987288007164,0.03334928451132598,0.010619860488446119,0.00034248926749947284,0.0016715397441088634,0.00113653382924978,0.0057939830087828,0.00039836783124821165,0.0036994749631191,0.0015263227512877342
Williams pear (raw),FOODON:00002843,9.008708232150823e-05,0.0012634926395442892,0.0007276644615306591,0.006694042382713262,3.411323790614349e-05,5.5064779233734206e-05,0.0036664123980488864,0.004986640004494572,0.019951180802796342,0.0010105956826042288,6.277196019916032e-05,0.0065824591155959735,0.0006980926967098033,0.0003822351831763136,6.4389641429775e-05,0.0110138863029371,0.00013751187701128273,0.025940544563929017,0.009446000224247726,0.007635965492945432,0.00028366090827981966,0.00396599367234791,0.01699945545076988,0.020579218358504993,9.969856360203031e-05,0.0013990955338260649,0.0008090542559579489,0.00405450598124393,0.0004759122119422758,0.001513102773360178,0.000797520762929451
butter (salted),FOODON:03302643,0.0005976135362915459,0.0008888560663467122,0.0015837748929754167,0.013669379941265205,2.32312828589746e-05,5.424098642329568e-05,0.0025792891859741725,0.037173577187835406,0.014220960893746842,0.001384122150899845,4.235575000613845e-05,0.004630702651728115,0.002614397372917492,0.0007590954229207754,5.59000184582797e-05,0.012758304503765023,0.00018593825591333666,0.04602662126034059,0.01689833551707122,0.005371835211692814,0.0005414128616461175,0.012340481615423157,0.039861805318248886,0.004181109681444262,0.0038800917350323614,0.0018190085186459272,0.001207790201025996,0.011356835908346784,0.0009740677884559577,0.0029057100197401086,0.0038800917350323614
apple (dried),FOODON:03301950,9.177911718734257e-05,0.0012872238287863185,0.000732985413695035,0.002920308724100534,1.7356846041807316e-05,2.965549395008712e-05,0.00031118145070208535,0.0032966014738817586,0.0051617991969436896,0.0010019237985034429,3.235924966859346e-05,0.00010380881811045469,0.0007519031129605353,0.00038023192119248115,3.550983312927632e-05,0.009040005555246223,0.00014009465452359052,0.018577941913181267,0.002525675009690154,0.007779385831526946,0.000577099390327288,0.0004416608118609425,0.0008234309866466349,2.4353042920763534e-05,0.00010118715248552771,0.0013786658997082468,0.0007883855476308069,0.0004999253194329665,0.0010852419342179146,0.0013107698533322627,0.0008124999686305246
